name,line
JOHN," Well, that’s a first!"
SHERLOCK, There’s nowhere else it could be.
SHERLOCK, Oh!
JOHN, Hang on. Sherlock?
JOHN, That’s ... Isn’t it live?
JOHN," ’Course, yeah(!) Avoid the rails. Great(!)"
SHERLOCK, This way.
JOHN, You sure?
SHERLOCK, Sure.
JOHN, Ah. Look at that.
SHERLOCK, John.
JOHN, Hmm?
JOHN, Demolition charges.
JOHN, It’s empty. There’s nothing.
SHERLOCK, Isn’t there?
SHERLOCK, This is the bomb.
JOHN, What?
SHERLOCK, It’s not carrying explosives. The whole compartment is the bomb.
JOHN, We need bomb disposal.
SHERLOCK, There may not be time for that now.
JOHN, So what do we do?
SHERLOCK, Why d’you think I know what to do?
JOHN, Because you’re Sherlock Holmes. You’re as clever as it gets.
SHERLOCK, Doesn’t mean I know how to defuse a giant bomb. What about you?
JOHN, I wasn’t in bomb disposal. I’m a bloody doctor.
JOHN," Can’t-can’t we rip the timer off, or something?"
SHERLOCK, That would set it off.
JOHN, You see? You know things.
SHERLOCK, Er ...
SHERLOCK, Er ...
JOHN, Why didn’t you call the police?
SHERLOCK, Please just ...
SHERLOCK," Well, it’s no use now."
SHERLOCK," Go, John. (He points towards the driver’s cab.) Go now."
JOHN," There’s no point now, is there, because there’s not enough time to get away; and if we don’t do this ... (he gestures down to the mother bomb) ... other people will die!"
JOHN, Mind Palace.
SHERLOCK, Hmm?
JOHN, Use your Mind Palace.
SHERLOCK, How will that help?
JOHN, You’ve salted away every fact under the sun!
SHERLOCK," Oh, and you think I’ve just got “How To Defuse A Bomb” tucked away in there somewhere?"
JOHN, Yes!
SHERLOCK, Maybe.
JOHN, Think!
JOHN, Oh my God.
JOHN, This is it.
SHERLOCK," Um, er ..."
JOHN, What?
SHERLOCK, Forgive me?
SHERLOCK, No.
JOHN, Another one of your bloody tricks.
SHERLOCK, No.
JOHN, You’re just trying to make me say something nice.
SHERLOCK, Not this time.
JOHN, It’s just to make you look good even though you behaved like ...
JOHN, I wanted you not to be dead.
SHERLOCK," Yeah, well, be careful what you wish for."
SHERLOCK," If I hadn’t come back, you wouldn’t be standing there and ..."
SHERLOCK, ... you’d still have a future ... with Mary.
JOHN," I find it difficult, this sort of stuff."
JOHN," Yes, of course I forgive you."
SHERLOCK, The criminal network Moriarty headed was vast.
JIM, You can have me arrested ...
JIM, ... you can torture me; you can do anything you like with me ...
JIM, ... but nothing’s gonna prevent them from pulling the trigger.
JIM, Your only three friends in the world will die ... unless ...
SHERLOCK, ... unless I kill myself – complete your story.
JIM, You’ve gotta admit that’s sexier.
SHERLOCK," No, stay exactly where you are. Don’t move."
SHERLOCK," Keep your eyes fixed on me. (His voice becomes frantic.) Please, will you do this for me?"
JOHN, SHERLOCK!
JOHN," Let me come through, please."
WOMAN, It’s all right ...
JOHN," No, he’s my friend."
WOMAN," It’s all right, it’s all right."
JOHN," No, he’s my friend."
JOHN," He’s my friend. Please, let me just check ..."
SHERLOCK, Everything was anticipated; every eventuality allowed for. It worked ... (he smiles slightly) ... perfectly.
ANDERSON, Molly? Molly Hooper? She was in on it?
SHERLOCK, Yes. You remember the little girl who was abducted by Moriarty?
LESTRADE, Get out!
SHERLOCK," You assumed she reacted like that because I was her kidnapper. But I deduced Moriarty must have found someone who looked very like me to plant suspicion, and that that man – whoever he was – had to be got out of the way as soon as his usefulness ended. That meant there was a corpse in a morgue somewhere that looked just like me."
ANDERSON, Clever.
SHERLOCK," Molly found the body, faked the records, and I provided the other coat. I’ve got lots of coats."
ANDERSON, And what about the sniper aiming at John?
SHERLOCK, Mycroft’s men intervened before he could take the shot. He was invited to reconsider.
MYCROFT, Is it done?
MYCROFT, Good.
ANDERSON, And your homeless network?
SHERLOCK," As I explained, the whole street was closed off ... (he smiles) ... like a scene from a play."
SHERLOCK," Neat, don’t you think?"
ANDERSON, Hmm.
SHERLOCK, What?
ANDERSON, Not the way I’d have done it.
ANDERSON," No, I’m not saying it’s not clever, but ..."
ANDERSON, ... Bit ... disappointed.
SHERLOCK," Everyone’s a critic. Anyway, that’s not why I came."
ANDERSON, No?
SHERLOCK," No. I think you know why I’m here, Phillip. “How I Did It” by Jack the Ripper?"
ANDERSON, Didn’t you think it was intriguing? (He looks up hopefully.)
ANDERSON," I just couldn’t live with myself, knowing that I’d driven you to ... (He stops.)"
SHERLOCK, But you didn’t. You were always right. I wasn’t dead.
SHERLOCK, Yeah.
ANDERSON," Oh, God, I’m sorry, Sherlock. I’m so sorry."
ANDERSON, That doesn’t make sense.
ANDERSON," How could you be sure John would stand on that exact spot? I mean, what if he’d moved?"
JOHN, You ...
JOHN, ... utter ...
SHERLOCK, Your face!
JOHN, You ...
SHERLOCK, I totally had you.
JOHN, You cock! I knew it! I knew it! You f...
JOHN, ... to anyone. You KNEW!
SHERLOCK, Ahh. (He squats down to the bomb.)
SHERLOCK, There’s an Off switch.
JOHN, What?
SHERLOCK, There’s always an Off switch.
SHERLOCK, I didn’t lie altogether. I’ve absolutely no idea how to turn any of these silly little lights off.
SHERLOCK, Oh!
JOHN, And you did call the police.
SHERLOCK, ’Course I called the police.
JOHN, I’m definitely gonna kill you.
SHERLOCK," Oh, please(!) Killing me – that’s so two years ago."
s VOICE," Sherlock, please. I beg of you. You can take over at the interval."
JOHN, Come on. You’ll have to go down. They want the story.
SHERLOCK, In a minute.
MRS HUDSON," Oh, I’m really pleased, Mary. Have you set a date?"
MARY," Er, well we thought May."
MRS HUDSON, Oh! Spring wedding!
MARY," Yeah. Well, once we’ve actually got engaged."
JOHN, Yeah.
JOHN, Yeah.
LESTRADE," Well, I can’t wait."
MARY," You will be there, Sherlock?"
SHERLOCK, Weddings – not really my thing.
MOLLY," Hello, everyone."
JOHN," Hey, Molly."
MOLLY," Tom, this is everyone."
TOM, Hi.
LESTRADE, Hi.
TOM, It’s really nice to meet you all. (He looks at John.) Hi.
JOHN," Wow. Yeah, hi. I’m John. (He shakes his hand.) Good to meet you."
SHERLOCK, Ready?
JOHN, Ready.
MOLLY, Yes.
MOLLY, Thanks.
TOM, Thank you.
MRS HUDSON," Sit down, love."
TOM," Oh, thanks."
LESTRADE," So, um, is it serious, you two?"
JOHN," No, best not."
JOHN, I’m still waiting.
SHERLOCK, Hmm?
JOHN," Why did they try and kill me? If they knew you were on to them, why go after me – put me in the bonfire?"
SHERLOCK," Unlike the nicely embellished fictions on your blog, John, real life is rarely so neat."
SHERLOCK," I don’t know who was behind all this, but I will find out, I promise you."
JOHN, Don’t pretend you’re not enjoying this.
JOHN, Being back. Being a hero again.
SHERLOCK," Oh, don’t be stupid."
JOHN, You’d have to be an idiot not to see it. You love it.
JOHN, Being Sherlock Holmes.
SHERLOCK, I don’t even know what that’s supposed to mean.
JOHN," Sherlock, you are gonna tell me how you did it? How you jumped off that building and survived?"
JOHN," No, but seriously. When you were dead, I went to your grave."
SHERLOCK, I should hope so.
JOHN, I made a little speech. I actually spoke to you.
JOHN, I asked you for one more miracle. I asked you to stop being dead.
SHERLOCK," Anyway, time to go and be Sherlock Holmes."
LESTRADE, They just walked out of there!
DONOVAN," Yeah, I know. I was sort of sitting next to you."
LESTRADE, The whole Waters family! They just walked right out of there!
DONOVAN," Again, I was in the room."
DONOVAN, They’re good.
LESTRADE," They’re greedy, and they’ll do it again, and next time we’re gonna catch ’em in the act."
DONOVAN, How?
s note, some of the newspaper articles name Greg as ‘DCI Lestrade’ but in the end credits of the programme he is named as ‘DI Lestrade.’ I am far more inclined to believe the end credits.]
DONOVAN, No good?
LESTRADE, They always know we’re coming. (Furiously) How do they always know?
DONOVAN, They’re good. They work at it.
LESTRADE, They’re never gonna stop.
DONOVAN," Well, neither are we."
LESTRADE, You still blocking it?
DONOVAN, Yeah. Very efficiently hacked. They must be bloody pleased with themselves.
LESTRADE, They must be! (He smiles at her.)
LESTRADE, Right then?
DONOVAN," Oh, no! No, you’ve gotta make the arrest. This one’s yours, boss."
LESTRADE, You’ve never called me ‘boss’ before.
DONOVAN," Ah, well, look what happens when you’re good!"
LESTRADE, You know how most days aren’t good days? This is a good day.
DONOVAN, Not for the Waters family.
DONOVAN," Okay: ten men on the roof; all exits covered; the bank’s closed, so there are no hostages to worry about ..."
LESTRADE," Sorry, no, go on, go on."
DONOVAN," Um, we’ve got the tunnel entrance covered; and Davies, Willard and Christie are heading up our Response on Mafeking Road."
LESTRADE," Sorry, I’d better get this."
LESTRADE," I-I, I have to go."
LESTRADE, You make the arrest.
DONOVAN, No way!
LESTRADE, Sorry. You’ll be fine. I’m-I’m-I’m cool with this.
DONOVAN, Jones’ll get all the credit if you leave now! You know he will!
LESTRADE," Yeah, but d... It doesn’t matter. I have to go."
SHERLOCK, This is hard.
LESTRADE, What?
SHERLOCK, Really hard. Hardest thing I’ve ever had to do.
SHERLOCK, Have you any funny stories about John?
LESTRADE, What?!
SHERLOCK, I need anecdotes.
SHERLOCK," Didn’t go to any trouble, did you?"
SHERLOCK," Shut up, Mrs Hudson."
MRS HUDSON, I haven’t said a word.
MRS HUDSON, I thought it was you playing.
SHERLOCK, I am composing.
SHERLOCK, I was road-testing.
MRS HUDSON, You what?
MRS HUDSON, I’m bringing you your morning tea. (She pours some milk into the teacup.) You’re not usually awake.
SHERLOCK, I don’t know. I just thought it sort of happened.
MRS HUDSON, Your mother has a lot to answer for.
SHERLOCK," Mm, I know. I have a list. Mycroft has a file."
MRS HUDSON, The wedding! John and Mary getting married!
SHERLOCK," Two people who currently live together are about to attend church, have a party, go on a short holiday and then carry on living together. What’s big about that?"
MRS HUDSON," It changes people, marriage."
SHERLOCK," Mmm, no it doesn’t."
MRS HUDSON," Well, you wouldn’t understand ’cause you always live alone."
SHERLOCK, Your husband was executed for double murder. You’re hardly an advert for companionship. (He drinks.)
MRS HUDSON," Marriage changes you as a person, in ways that you can’t imagine."
SHERLOCK, As does lethal injection. (He smiles pointedly at her.)
MRS HUDSON," My best friend, Margaret – she was my chief bridesmaid."
MRS HUDSON," We were going to be best friends forever, we always said that; but I hardly saw her after that."
MRS HUDSON, I’ve run out. 
SHERLOCK, Have the shops?
MRS HUDSON," She cried the whole day, saying, “Ooh, it’s the end of an era.”"
MRS HUDSON," She was probably right, really."
MRS HUDSON," I remember she left early. I mean, who leaves a wedding early? (She shakes her head.) So sad."
SHERLOCK," Mmm. Anyway, you’ve got things to do."
MRS HUDSON," No, not really. I’ve got plenty of time to ..."
SHERLOCK, You can if you like. She understands very little.
SHERLOCK, Into battle.
PHOTOGRAPHER," Congratulations! Okay, hold it there – I wanna get this shot of the newlyweds."
PHOTOGRAPHER," Er, just the bride and groom, please."
JOHN, Sherlock?
SHERLOCK," Oh, sorry."
PHOTOGRAPHER," Okay – three, two, one, cheese!"
JANINE," The famous Mr Holmes! I’m very pleased to meet you. But no sex, okay?"
SHERLOCK, Is it?
SHERLOCK," If that’s the sort of thing you’re looking for ... (he jerks his head towards one of the wedding guests) ... the man over there in blue is your best bet. Recently divorced doctor with a ginger cat ... (there’s a close-up of a ginger cat hair stuck on the man’s suit, and the sound of a miaow) ... a barn conversion ... (close-up of sawdust on the man’s footwear) ... and a history of erectile dysfunction."
SHERLOCK," Reviewing that information, possibly not your best bet."
JANINE," Yeah, maybe not."
JANINE, Mr Holmes ... (she takes his arm) ... you’re going to be incredibly useful.
MARY, How are you?
MAN," You look beautiful, Mary."
MARY, Thank you!
MAN, Congratulations.
MARY, David!
DAVID," Mary. Congratulations. You look, um, very nice."
DAVID," John, congratulations. You’re a lucky man."
JOHN, Thank you.
MARY," Um, er, David, this is Sherlock."
DAVID," Um, yeah. We’ve, um, we’ve met."
DAVID," So, what exactly are my duties as an usher?"
SHERLOCK," Let’s talk about Mary, first."
DAVID," Sorry, what?"
SHERLOCK," Oh, I think you know what. You went out with her for two years."
DAVID, A-ages ago. We’re j... we’re just good friends now.
SHERLOCK, Is that a fact?
SHERLOCK," Whenever she tweets, you respond within five minutes regardless of time or current location, suggesting you have her on text alert. In all your Facebook photographs of the happy couple, Mary takes centre frame whereas John is always partly or entirely excluded."
SHERLOCK, You volunteered to be a shoulder to cry on on no less than three separate occasions. Do you have anything to say in your defence?
SHERLOCK, I have your contact details. I will be monitoring.
SHERLOCK, High-functioning sociopath ... with your number.
MARY, Hello!
MARY, Pleased to see you.
WOMAN, Congratulations.
JOHN," Thanks for coming, thank you."
MARY," Hello, Archie!"
SHERLOCK," Mm, yes, um, well done in the service, Archie."
MUM, He’s really come out of his shell. I don’t know how you did it.
SHERLOCK, Um ...
SHERLOCK," Basically it’s a cute smile to the bride’s side, cute smile to the groom’s side and then the rings."
